Label,Text
1,Could not keep quiet in his conscience
1, would  knew thy heart
1,And triumphs over chance in honours bed
1,Would  might never stir from off this place
1,Setting thy womanhood aside thou art a beast to say
1, tis our setter  know his voice Bardolph
1,Cries out for noble York and Somerset
1,forgotten what the inside of a church is made of 
1,Whose want gives growth to the imperfections
0,And frame my hart with fierce inflamed thoughts
1,And he hath brought us smooth and welcome news
1,Approves her fit for none but for a king
1,But for his purpose in the coronation
1,have been fubbed off and fubbed off and fubbed
0,With deafening shout returned them loud acclaim
1,Cursed be the hand that made these fatal holes
0,Transparent elemental air diffused
0,Enjoyed by us excites his envy more
1,Turn on the bloody hounds with heads of steel
1,Your worship Ill be with you straight
1,Comes to him where in gore he lay insteepd
1,himself even like those that are kin to the king
1, trespass that doth vex my grieved soul
0,With loudest vehemence Thither he plies
1,Unless a brother should a brother dare
1,As send precepts to the leviathan
1,She looks upon them with a threatening eye
0,The high injunction not to taste that fruit
1,Bespoke him thus Contaminated base
1,committed at the bridge
1,Than his that shakes for age and feebleness
1,Ant please your majesty tis the gage of one that
0,The Serpents head whereof to thee anon
1,And therein hellish dog thou hast undone
1,And tell him who hath sent me after him
1,If  were much in love with vanity
1,Using no other weapon but his name
1,Romes royal mistress mistress of my heart
1,How insolent of late he is become
1,Small joy have  in being Englands queen
0,In wealth and luxury the ascending pile
0,She stirde with an exceeding hate therefore
1,And say it was thy mother that thou meantst
1,When we have marchd our rackets to these balls
1,Small time but in that small most greatly lived
0,New Heaven and Earth shall to the ages rise
0,  These are his Highnes farther articles
1,He cuts their throats
1,As my ripe revenue and due by birth
1,And drink unto the leman mine
1,Stand all aloof but uncle draw you near
0,With murderers  They doe not alwayes scapeâ€”
1,Ay on my life and hopes to find forward
0,And in the midst thus undismayed began
0,With bright emblazonry and horrent arms
0, Christ cannot save thy soul for he is just
1,Upon or near the rate of thirty thousand
1,Sirs drag them from the pit unto the prison
1,Hath by instinct knowledge from others eyes
1,Where we do reign we will alone uphold
1,Myself and divers gentlemen beside
0,  It shalbe done my lord it shall be done
0,But whats the cause that you concealde me since
1, make my quarrel in particular
0,A melancholy damp of cold and dry
0,Keepe him till we determine his death
1,Philip sparrow James
1,Or whether he be scaped away or no
1,Were now the general of our gracious empress
0,In utter darkness and their portion set
1,Is proclamation made that who finds Edward
0,And Heavens high Arbitrator sit secure
1, will both hear and grant you your requests
0,Came summoned over Eden to receive
1,With walking once about the quadrangle
1,Hath yoked a nation strong traind up in arms
1,That womanhood denies my tongue to tell
1,Scotland hath will to help but cannot help
1,become a good scholar he is at Oxford still is he not
0,Vapor and exhalation dusk and moist
0,Henceforth to be foretold what shall befall
0,With glory and spoil back to their promised land
1,What should you fear
1,Philip good old sir Roberts wifes eldest son
1,become your physician
0,Ready to execute what thou desirst
1,puny drawer to what end he gave me the sugar and do
1,But how if that fly had a father and mother
1,glad thou canst speak no better English for if
1,Pray God the Duke of York excuse himself
1,What ostler come away and be hanged
1,The more  stay the more Ill succor thee
1,Come get you down stairs
1,Something about a little from the right
0,Whose rockie cliffes when you haue once behelde
1,Would you imagine or almost believe
0,And meet me in my study at midnight
0,Thenceforth shall practice how to live secure
1,To prove him tyrant this reason may suffice
1,He should have had a volume of farewells
1,That hardly can  cheque my eyes from tears
1,The precious image of our dear Redeemer
1,You may my glories and my state depose
0,Concerned not Man since he no further knew
1,But the word maid cheats the poor maid of that
0,Built like a temple where pilasters round
1,Well well come on who else
1,Beyond the river Sala in the year
0,Good leaue haue you nay  pray you goe
0,Fame is not silent here in hope to find
0,Upon her husband saw their shame that sought
0,Approach not me and what I will is Fate
1,We know not where you left him all alive
1,And by my faith this league that we have made
0,Resolved as thou proposest so our foe
1,Of that  doubt as all mens children may
0,Borne even or high for this day will pour down
1,For doing these fair rites of tenderness
1,He might return to vasty Tartar back
1,First Servingman Nay if we be forbidden stones
0,Shall I appear shall I to him make known
0, Truly Ill none of them
1,That gives sweet tidings of the suns uprise
1,Never came reformation in a flood
1,Be great in act as you have been in thought
1,Ah Clifford murder not this innocent child
1,that are in the vaward of our youth  must confess
0,Left so imperfect by the Maker wise
1,That  will deeply put the fashion on
1, am the cygnet to this pale faint swan
0,This knows my Punisher therefore as far
1,The patterns that by God and by French fathers
1, did never see such pitiful rascals
0,  Then ward thyselfe   dart this kiss as thee
0,Assure yourselfe shall make the matter knowne
1,How now is Jack Cade slain
1,Even this ill night your breathing shall expire
0,The earth to yield unsavory food perhaps
1,Now perjured Henry wilt thou kneel for grace
1,These differences shall all rest under gage
1,What would you say if  should let you speak
0,What oft my steadiest thoughts have searched in vain
0,Flew up nor missed the way by envious winds
1,Now Richard  am with thee here alone
1,For ever should they be expulsed from France
1,Plainly denouncing vengeance upon John
1,liveth is to be no counterfeit but the true and
1,She either gives a stomach and no food
0,Son in whose face invisible is beheld
0,I have at will So to the sylvan lodge
1,What not an oath nay then the world goes hard
0, was it thou that calldst me from my bed
1,Whilst my gross flesh sinks downward here to die
1,For all my reign hath been but as a scene
0,So various not to taste that only tree
0,No more avails than breath against the wind
1,are mouldy lack use very singular good in faith
1,Are at my service like enforced smiles
1,That Lucius banishment was wrongfully
1,Faith none but Humphrey Hour that calld
1,Of valiant Shirley Stafford Blunt are in my arms
1,That your estate requires and mine can yield
1,Ah sirrah quotha we shall
0,Laboring had raised and thus to Eve replied
1,To save unscratchd your citys threatened cheeks
1,Like captives bound to a triumphant car
1, dire induction am  witness to
0,And light from darkness by the hemisphere
1,The Lord protect him from that kingly title
1,Here enterd Pucelle and her practisants
0,A son and of his son a grandchild leaves
1,As have thy love Why dost not speak to me
1,appoint them a place of meeting wherein it is at
0,A nation from one faithful man to spring
1,They mock thee Clifford swear as thou wast wont
1,Sweet saint for charity be not so curst
1,To mow down thorns that would annoy our foot
1, am content that he shall take the odds
1,Moved with compassion of my countrys wreck
1,And go we brothers to the man that took him
1,And now what rests but that we spend the time
1,All will be ours now bloody Talbots slain
0,And fetch the treasure of all foreign wrecks
1,Whose beard the silver hand of peace hath touchd
0,Urania and fit audience find though few
1,four times Now  to comfort him bid him a
1,Of capitol treason  attach you both
1,Him  forgive my death that killeth me
0,When it by little England hath beene yoakt
1,Thereafter as they be a score of good ewes may be
1,Farewell sweet madam but hark you Margaret
1,What now remains my lords for us to do
1,Falstaff him keep with the rest banish And tell
1,So far be mine my most redoubted lord
1,For how can  help them and not myself
1,So  were out of prison and kept sheep
0,With solid as the lake with liquid fire
0,At his command the uprooted hills retired
0, pretty case of paltry legacies
0, must be no niggard of my cunningâ€”Come Mephistophilis
1,As yet  do not but as  can learn
0,Far in the dark dislodged and void of rest
0,Mayest ever rest well pleased I go to judge
0,My substitutes I send ye and create
0,Barred of his right yet at his birth a star
0,Fluctuates disturbed yet comely and in act
1,use But that the tenniscourtkeeper knows better
1,To grapple with the house of Lancaster
1,And you can witness with me this is true
1,Near to the town of Leicester as we learn
0,Eve rightly called mother of all mankind
0,Sad Acheron of sorrow black and deep
1,Alencon that notorious Machiavel
0,          maledicat
1,Although she lave them hourly in the flood
0,Now death to hear for what can I increase
1,Reenter Prince John of  the Lord ChiefJustice Officers with them
1,Loud shouts and salutations from their mouths
1,But now in arms you strengthen it with yours
1,In Margarets battle at Saint Albans slain
1,God will revenge it But come let us in
1,My hand cut off and made a merry jest
1,Bear with me  am hungry for revenge
0,  Well said old marshall  this was brauely done
1,In craving your opinion of my title
0,So beauteous opening to the ambient light
1,then kiss his foot then deliver up your pigeons and
1,Ah Warwick Warwick wert thou as we are
0,Spangled with eyes more numerous than those
1, come to know what prisoners thou hast taen
1,directions in the true disciplines of the wars look
1,And as we march our strength will be augmented
1,How can these contrarieties agree
1,Whose dismal tune bereft my vital powers
0,She ended here or vehement despair
1,Lucius all hail Romes gracious governor
1,And pours down mischief Austrias head lie there
1,Even where his lustful eye or savage heart
0,Mosaic underfoot the violet
1,Enter               and others To them with his Soldiers 
0,And joined their vocal worship to the quire
1,And if King Edward be as true and just
1,Our treasures seized our soldiers put to flight
1,Had falsely thrust upon contrary feet
0, lookt that Balthazar should haue been slaine
1,Touches me deeper than you can imagine
1,Worcester get thee gone for  do see
0,Their boasted parents Titan Heavenâ€™s first born
1,Conceives by idleness and nothing teems
1,This widow lady In her right we came
1,Injurious duke that threatest wheres no cause
1,Made to run even upon even ground
1,Yet to have joind with France in such alliance
1,Enter  with a bag of gold
0,If stone carbuncle most or chrysolite
1, seek not to wax great by others waning
1,My gracious lord entreat him speak him fair
0,Than still at Hells dark threshold to have sat watch
0,To tell me whatsoever  demand
1,Hear ye Yedward if  tarry at home and go not
1,The caterpillars of the commonwealth
0,The sound of blustering winds which all night long
1,Plantagenet doth quit Plantagenet
0,When out of hope behold her not far off
1,Opinion that did help me to the crown
0,Find place or refuge and the more I see
1,If you think meet this afternoon will post
1,To look our dead and then to bury them
1,And natural graces that extinguish art
0,And was to represent the knight of Rhodes
1, pity pity gentle heaven pity
1,Enter the    and the   
0,Against the Torturer when to meet the noise
0, Now Faustus how dost thou like this
1,The time misorderd doth in common sense
0,Go heavenly guest ethereal Messenger
1,My arms such eelskins stuffd my face so thin
1,And all goes worse than  have power to tell
0,And what are Gods that man may not become
0,Then gan he break his passions to a freend
1,Besides this sorrow is an enemy
1,Like trees bedashd with rain in that sad time
0,He comes invited by a younger son
0,Stand vp  say and feareles tell the truth
1,Nay it will please him well Kate it shall please
0,Now Heaven in all her glory shone and rolled
1,Yet one thing more good Blunt before thou gost
0,Held by thy voice thy potent voice he hears
0,By what I seek but others to make such
1,Nor great Alcides nor the god of war
1,Thats fiftyfive year ago
1,hath gelded the commonwealth and made it an eunuch
1,Then did they imitate that which  composed to my
1,Whilst that my wretchedness doth bait myself
0,Among the Spirits beneath whom I seduced
0, heauens why made you night to couer sinne
0,See heere my lordsâ€”
1,Our late king Richard being infected died
0,Occasionally and to consummate all
1, would prolong awhile the traitors life
1,therefore  must cast it up
0,Whose influence hath allotted death and hell
0,To whom the winged Hierarch replied
1, warrant you madam we wil l make that sure
1,We do and vow to heaven and to his highness
1,Apollo Pallas Jove or Mercury
1,Are my chests filld up with extorted gold
1,And it hath pleased him that three times today
1,To pry into the secrets of the state
0,Dismounted on the Aleian field I fall
0,Yet live in hatred enmity and strife
1,She will she will justice hath liquored her We
1,And even in thy behalf Ill thank myself
0,Thy terrors as I put thy mildness on
0,Yet while the prince insulting ouer him
1,With no less terror than the elements
1,When this same lusty gentleman was got
1,My mother gave it me
0,Yet lewdly darest our ministering upbraid
1,His cuisses on his thighs gallantly armd
1,skim milk with so honourable an action Hang him
1,And  must know it else he loves me not
1,Like a rich armour worn in heat of day
0,Now maist thou read that life in passion dies
0,As may express them best though what if Earth
0,No no fie no  pardon me ile none of that
1,Embrace and kiss and take ten thousand leaves
1,all mine and Kate when France is mine and  am
1,And this the royalty of Albions king
1,And theres for twitting me with perjury
1, happy gentleman in blood and lineaments
0,In our defense lest unawares we lose
0,Thus hath he tane my body by force
0,Others came single he who to be deemed
0,Thus when with meats and drinks they had sufficed
1,desolate  see them lay their heads together to
1,Saw you the field came you from Shrewsbury
0,Intent now wholly on her taste naught else
1,Come come tis only  that must disgrace thee
1,So he had need for tis threadbare Well  say it
1,Had you first died and he been thus trod down
0,The flowery dale of Sibma clad with vines
1,Holy King Henry and thy fair son Edward
1,My charity is outrage life my shame
1,your heart but good Kate mock me mercifully the
0,How comes it thus unfold celestial Guide
1,By heaven  will acquaint his majesty
1,And crowns for convoy put into his purse
1,And sullen presage of your own decay
1,The northern lords that have forsworn thy colours
1,According as your ladyship desired
0,Safe to eternal Paradise of rest
1,Amongst the loving Welshmen canst procure
1,Thou hast one son for his sake pity me
0,Who oft as undeservedly enthrall
1,My lord your promise for the earldom
0,The lowest of your throng or if ye know
1,Say that  slew them not
1,Ill see it truly done my Lord of York
1,Are these thy bears well bait thy bears to death
0,Betokening peace from God and covenant new
0,  Why make you doubt of Pedringanos faith
1,a wooden dagger and they are both hanged and so
1,hanged Charles wain is over the new chimney and
1,If not the end of life cancels all bands
1,Upon my tongues continual slanders ride
0, Nay Faustus stay   know youd fain see the Pope
1, chafed lion by the mortal paw
0,As one great furnace flamed yet from those flames
0,  Stand you on that  then you shall off with this
1,by this hand to the infernal deep with Erebus and
0,Said then the Omnific Word your discord end
0,                  Vien qui presto
1,Where rude misgovernd hands from windows tops
1,Feed not thy sovereigns foe my gentle earth
0,And lets thee wit by me his Highnes will
0,Now laid perhaps asleep secure of harm
1,Are the indentures drawn shall we be gone
1,Receive the blood and when that they are dead
0,Possesses lately thither to arrive
0,By Satan and in part proposed for whence
1,handsawecce signum  never dealt better since
0,Then of their session ended they bid cry
1,basestring of humility Sirrah  am sworn brother
1,Before sunrising lest his son George fall
1,That every wretch pining and pale before
1,So service shall with steeled sinews toil
1,So is the equal of this fell war
1,meant indeed to pay you with this which if like an
1,In every branch truly demonstrative
0,Invincible lead forth my armed saints
0,    wonder much to what intent it is
1,Seest thou this letter take it up  pray thee
1,More than your lords departure weep not mores not seen
1,More welcome is the stroke of death to me
1,Grew like the summer grass fastest by night
1,What were it but to make my sorrow greater
0,Of good how just of evil if what is evil
0,Fearless assault and to the brow of Heaven
1,And if he were he came into the world
0,Os garden
1,Lo there thou standst a breathing valiant man
1,Comes Warwick backing of the Duke of York
1,east side of the grove
0,Distant so high with moving fires adorned
1,dangerous thing and every man that means to live
1,He descends She ariseth
0,In every bush and brake where hap may find
1,As many fresh streams meet in one salt sea
1,But soft but see or rather do not see
1,This is the hand that stabbd thy father York
1,We are not safe Clarence we are not safe
0,And upstart passions catch the government
1,My tongue should to thy ears not name my boys
1,That even our corn shall seem as light as chaff
0,Breathe forth Elir pure and rivers run
1,In quantity equals not one of yours
1,And so far will  trust thee gentle Kate
1, jewel in a tentimesbarrdup chest
0,Warring in Heaven against Heavens matchless King
1,Now Margarets curse is falln upon our heads
0,For of celestial bodies first the sun
0,Lead then said Eve He leading swiftly rolled
0,Scarce tolerable and from the north to call
1,Sblood my lord they are false nay Ill tickle
0,Grateful vicissitude like day and night
1,Embowelld will  see thee by and by
0,But force the Spirit of Grace itself and bind
1,The more and less came in with cap and knee
1, know no pain they can inflict upon him
1,Eating the flesh that she herself hath bred
1,If happy Englands royal king be free
1,And manacle the bearward in their chains
1,When every one will give the time of day
0,Culminate from the equator as they now
0,Now nearer crowns with her enclosure green
1,Falstaff kind Jack Falstaff true Jack Falstaff
0, First will  question with thee about hell
1,is that honour air  trim reckoning Who hath it
0,  This is short worke  Well to your martiallship
0,Lightens the world with his reflecting beams
1,Reenter    and 
1,In drops of crimson blood
0,Till  reuenge the death of my beloued
0,Of justice or religion truth and peace
1,And spit upon him whilst  say he lies
1, dozen of them here have taen the sacrament
0,Into all eyes to wish her still in sight
1,Exeunt    and  with 
1,brevity he sure means brevity in breath
0,Don Pedro their chiefe horsemens corlonell
0,So entertained those odorous sweets the Fiend
0,Though all our glory extinct and happy state
1,Profaned dishonourd and the third usurpd
1,Therefore my loving lords our pleasure is
1,And hang thee oer my tomb when  am dead
0,Thus to herself she pleasingly began
0,On sweet Musaeus when he came to hell
1,call you the towns name where Alexander the Pig was born
1,Enshrines thee in his heart and there erects
1,moon and let men say we be men of good government
0,With everburning sulfur unconsumed
0,The riverhorse and scaly crocodile
1,My lord to step out of these dreary dumps
1,The quarrel toucheth none but us alone
0,God hath assigned us nor of me shalt pass
0,Save he who reigns above none can resist
0,God is as here and will be found alike
1,Ill show thee a precedent
1,For competence of life  will allow you
0,Oh son in whom my soul hath chief delight
1,Hang nothing but a calfsskin most sweet lout
1,is a little variations
1,Be lookd upon and learnd which once attaind
1,Wherein we step after a stranger march
1,Thou hast a better place in his affection
1,Tut holy Joan was his defensive guard
1,Lord ChiefJustice What is the matter keep the peace here ho
0,Of those thy tresses Ariadnes twines
0,Glad evening and glad morn crowned the fourth day
1, am a soldier and now bound to France
0,Or solace his defects No need that thou
0,  Sister what meanes this melanchollie walke
0,Of arts that polish life inventers rare
0,Took largely of their mutual guilt the seal
0,Nor shall his death be vnreuengd by me
1,Though he be as good a gentleman as the devil is as
0,Solicited her longing eye yet first
1, beg this boon with tears not lightly shed
1,peachcoloured ones or to bear the inventory of thy
1,Than a great queen with this condition
1,And so am  whether  smack or no
1,And make fair weather in your blustering land
1,Short tale to make we at Saint Albans met
0,And bring my sonne to shew his deadly wounds
1,Rescued the Black Prince that young Mars of men
0,And fall into the ocean neer be found
1,Do good my lord lest all the land do rue it
0,  Say false Villuppo wherefore didst thou thus
1,His hours filld up with riots banquets sports
0,His bursting passion into plaints thus poured
1, never had to do with wicked spirits
1,Where is the duke my father with his power
0,To thee no reason who knowest only good
1,But lookd not on the poison of their hearts 
1,Good Bardolph put thy face between his sheets and
0,Well if thrown out as supernumerary
0,  The king my lords is comming hither straight
1,And bring our emperor gently in thy hand
1,My liege this was my glove here is the fellow of
1,Most worthy brother England fairly met
0,Will once more lift us up in spite of fate
1,Come madam come  in all haste was sent
1,Why lifts she up her arms in sequence thus
0,Blest pair and Oh yet happiest if ye seek
1,What black magician conjures up this fiend
1,Ill blows the wind that profits nobody
1,Is there not my father my uncle and myself lord
1,Pardonnezmoi  cannot tell vat is like me
1,Ay noble Titus and resolved withal
0,And with perpetual inroads to alarm
1,The Prince of Wales from such a field as this
0,Not longer than since I in one night freed
0,Fled ignominious to such evil brought
1, think this upstart is old Talbots ghost
1,Against that great magician damnd Glendower
0,Hypocrisy the only evil that walks
1,Traitor if Rome have law or we have power
1,Which in the right of Richard Plantagenet
1,To be so pesterd with a popinjay
0,She as a veil down to the slender waist
1,Sits not so easy on me as you think
1,Points to  Exeunt Heralds with Montjoy
1,Speak softly or the loss of those great towns
1,Gainst him whose wrong gives edge unto the swords
0,Recess and only consolation left
1,countenance Farewell you shall find me in Eastcheap
1,Alarum Excursions Enter  and  meeting
1,From the most gracious regent of this land
1,My head with more ill news for it is full
1,And that high royalty was neer pluckd off
0,And with fierce ensigns pierced the deep array
1,On any soul removed but on his own
1,These hands are free from guiltless bloodshedding
0,My image not imparted to the brute
1,Thus both are gone with conscience and remorse
1,Hath from the number of his banishd years
0,I saw thee first and wedded thee adorned
1,Yes my good lord a pure unspotted heart
1, think there be six Richmonds in the field
1,Ill hale the Dauphin headlong from his throne
1,What instance gives Lord Warwick for his vow
1,Go thou and fill another room in hell
0,Pavement that like a sea of jasper shone
0,And swims or sinks or wades or creeps or flies
0,He bolder now uncalled before her stood
0,Humbly their faults and pardon begged with tears
1,As curst as harsh and horrible to hear
1,To raise a mutiny betwixt yourselves
0,That beat out life he fell and deadly pale
0,Ye Cedars with innumerable boughs
1,Yea man and birds are fain of climbing high
1,Did feast together and in two years after
1,And in my company my brother Gloucester
1, do not swear my lord of Buckingham
0,That in his womb was hid metallic ore
1,Let me sit heavy on thy soul tomorrow
0,And wisdom which alone is truly fair
0,Having commencd be a divine in shew
0,Betwixt Astraea and the Scorpion sign
1,So Judas did to Christ but he in twelve
1, think theres no man speaks better Welsh
1,Of Charles the duke of Lorraine sole heir male
1,Thy father was as thou art Duke of York
0,And digged out ribs of gold Let none admire
1,Stirrd up by God thus boldly for his king
1,Pardon me if you please if n ot  pleased
1,And no more words till they have flowd their fill
0,Or shall the Adversary thus obtain
1,Than some that have accused them wear their hats
1,Upon a wooden coffin we attend
0,The Deep to shelter us This Hell then seemed
1,The eleventh of this month at Shrewsbury
1,  Warkworth castle
1,Within Mistress Tearsheet
0, Mass but for the name of French crowns a man were as good
1,Then God forgive the sin of all those souls
1,He is my lord and safe in Leicester town
1,That staggers thus my person Exton thy fierce hand
1,myself and thee during my life  for a valiant
0,Not understood this gift they have besides
1,Why then it seems some certain snatch or so
0,Above the Aonian mount while it pursues
1,And Adam was a gardener
1,With shallow jesters and rash bavin wits
1,And yet the king not privy to my drift
1,No in good sooth the fire is dead with grief
0,Of virtue to make wise What hinders then
1,Ay for these slips have made him noted long
1,Which stretched to their servants daughters wives
0,Let reason holde you in your wonted ioy
1,Almost impregnable his old ears deaf
1,Away Bardolph saddle my horse Master Robert
0,ask me such a question  But that  am by nature phlegmatic
0,Then to the Heaven of Heavens he shall ascend
1,And she shall be sole victress Caesars Caesar
1,Upon whose leaves are drops of newshed blood
0,Yet might she loue me for my valiancie
0,Those happy places thou hast deigned a while
1,The vent of hearing when loud Rumour speaks
1,Hadst thou groand for him
0,Served by more noble than herself attains
1,It is enough Ill think upon the questions
0,To serve ungoverned Appetite and took
0,Whose lights are dimd with ouerlong laments
0,As at the worlds great period and our sire
1,Which never dreamt on aught but butcheries
0,Besides your Honors liberalitie
1,Did hear a challenge urged more modestly
1,there is a good angel about him but the devil
0,By quick contraction or remove but now
1,them down again for the man must not be hanged till
0,1 appetite and not disrelish thirst
0,  am glad they content you so madam
1,The Roman emperor greets you all by me
1,How old art thou Francis
1,If hell and treason hold their promises
0,Dote rave or runne mad  Being born it pouts
1,There lie thy bones sweet Mutius with thy friends
1,eldergun that a poor and private displeasure can
1,What Buckingham and Clifford are ye so brave And
1,the athversary you may discuss unto the duke look
0,Nocturnal and diurnal rhomb supposed
1,all Wither garden and be henceforth a
1,Then in a moment Fortune shall cull forth
1,Sirs strive no more such witherd herbs as these
0,Reenter the  with a pair of horns on his head
1,How fares the prince
1,Twill grieve your grace my sons should call you father
0,Than all my labours plod  neer so fast
1,And therefore lost that title of respect
1,Thy other banishd son with this dear sight
1,Shall  prick him down Sir John
1,Your tenants friends and neighbouring gentlemen
1,That without desert have frownd on me
1,Now by Gods will thou wrongst him Somerset
1,therefore he scorns to say his prayers lest a
1,Of this most dreadful preparation
0,Far off the empyreal Heaven extended wide
1, grant your worship that he is a knave sir but
1,Devil or devils dam Ill conjure thee
1,honestly by the prick of their needles but it will
1,Farewell and stand fast
1,Ay now methinks  hear great Warwick speak
1,Welcome Sir John But why come you in arms
1,Enter the       and others
1,Thy balm washd off wherewith thou wast anointed
1,The music is come sir
0,  But who were thy confederates in this
1,For Mowbray and myself are like two men
1,Here come two of Sir John Falstaffs men as  think
1,The gates of mercy shall be all shut up
1,These eyes that now are dimmd with deaths black veil
1,Would he abuse the countenance of the king
1,That the pursuers took him At my tent
0,Through all the plain and refuge none was found
1,When flesh is cheap and females dear
1,Between that royal field of Shrewsbury
1, may be pluckd into the swallowing womb
1,But Priam found the fire ere he his tongue
1,Which he confesseth to be manifold
1,as most debtors do promise you infinitely
1,An if we live we live to tread on kings
1,What Warwick wilt thou leave the town and fight
1,Wouldst have me rescue thee from this reproach
1,And when they showd me this abhorred pit
1,Tis not ten years gone
0,The doubts that in his heart arose and now
1,Free from a stubborn opposite intent
0,He ended and thus Adam last replied
1,And most forsworn to keep what thou dost swear
1,Let him be crownd in him your comfort lives
0,And surging waves as mountains to assault
0,With dart and javelin stones and sulfurous fire
0,Stood ranked of Seraphim another row
1,Exeunt      and 
1,Fear no colours go with me to dinner come
1,To scatter and disperse the giddy Goths
0,          And  another
0,Then Ile be gone  thank you fort
1,Have you forgot the Duke of Hereford boy
1,Hath clouded all thy happy days on earth
1,From Lionel Duke of Clarence the third son
0,   they are means to bring thee unto heaven
1,Like a kind host the Dauphin and his powers
1,And drive the English forth the bounds of France
1,Where my poor young was limed was caught and killd
0,And bear wise Bacons and Albertus works
1,That doth belong unto the house of York
1,For these bad bondmen to the yoke of Rome
1,Her mother liveth yet can testify
1,That shall reverberate all as loud as thine
1,Whose glory fills the world with loud report
0,We are by doom to pay rather such acts
1,Is it my fault that  was Geffreys son
1,The courses of his youth promised it not
1,Here shall they make their ransom on the sand
0,The night sad secretary to my mones
1, think by some odd gimmors or device
0,Friendship and hardie valour ioyned in one
1,himself in Thames up to the neck and so  would he
0,Of Thammuz yearly wounded the lovetale
1,Salisbury and Warwick
1,the rood And how doth my good cousin Silence
1,While we bethink a means to break it off
1,Lords to the field Saint George and victory
0,And more frequented for this mystery
0,Yet must  take reuenge or dye myselfe
1,Thine by yea and no which is as much as to
1,Canst thou demise to any child of mine
0,Grow up to their provision and more hands
1,is like to be executed for robbing a church one
0,What can we suffer worse Is this then worst
0,And let them be for lights as I ordain
1,Great marshal to Henry the Sixth
1,Here comes the herald of the French my liege
1,And solemnly see him set on to London
0,To finde them out that murdered my sonne
1,Sweet huntsman Bassianus tis we mean
1,Led us to Rome strangers and more than so
1,So fullreplete with choice of all delights
0,And to the faithful death the gate of life
1,Lo at their births good stars were opposite
1,But that your royal pleasure must be done
1,shadow so the son of the female is the shadow of
0,Found unsuspected way There was a place
1,The sons of York thy betters in their birth
0,Silence ye troubled Waves and thou Deep peace
1,And faintly through a rusty beaver peeps
0,Should  suspect Lorenzo would preuent
1,Enter  and others
0,Tells the suggested cause and casts between
0, How a wife
0,  Perseda chaste and resolute
1, could make as true a boast as that if  had a sow
1,Razing the characters of your renown
0,Brought to their ears while day declined they heard
0,Pendant by subtle magic many a row
1,He is a craven and a villain else ant please your
0,My limbs may issue from your smoky mouths
0,Thyself in me thy perfect image viewing
0,By our own quickening power when fatal course
1,The resignation of thy state and crown
1,Let him that is no coward nor no flatterer
0,There to converse with everlasting groans
1,Pour down thy weather how goes all in France
0,To thee and to thy race I give as lords
0,To all believers and from that pretence
1,To   
1,And humbly thus with halters on their necks
1,Follow my lord and Ill soon bring her back
0,While smooth Adonis from his native rock
1,Yea every idle nice and wanton reason
0,Driven by a keen northwind that blowing dry
1,But neer till now his scandal of retire
1,Of Buckingham to welcome them ashore
0,And for the Heavens wide circuit let it speak
1,Thou frantic woman what dost thou make here
0,Sweet Analytics tis thou hast ravishd me
1,More than a little is by much too much
1,Stir with the lark tomorrow gentle Norfolk
1,Name not religion for thou lovest the flesh
0,Viewless and underneath a bright sea flowed
1,These be good humours your honour wins bad humours
1,Now brother Richard Lord Hastings and the rest
1, had rather be a kitten and cry mew
0,Of rendering up and patiently attend
1,Good den sir RichardGodamercy fellow
0,He with a puissant armie came to Spaine
1,Shall see advantageable for our dignity
0,Great things and full of wonder in our ears
0,After the toil of battle to repose
1,What my gracious lord
1,The same Sir John the very same  see him break
1,If not to answer you might haply think
0,And she in time will fall from her disdaine
1, prophesied France will be lost ere long
0, may consort my freends in pleasing sort
1,Wound it with sighing girl kill it with groans
0,Speak man and gaine both freendship and reward
1,Even as men wrecked upon a sand that look to be
0,Enter  and 
0,Though hard and rare Thee I revisit safe
1,And are the cities that  got with wounds
1,My lord most humbly on my knee  beg
1,From which awaked the truth of what we are
1,Ah Marcus Marcus brother well  wot
1,And will not any way dishonour me
1,Come hither little kinsman hark a word
0,Sad that sheele flie me if  take reuenge
1,Mass thou sayest true The prince once set a dish
0,Through dark and desert ways with peril gone
1,When  am cold in zeal to yours
1,And thou too careless patient as thou art
1,have more flesh than another man and therefore more
1,And then to Calais and to England then
1, will my lord God give your grace good rest
1,You shall enjoy them every thing set off
1,me Hal God forgive thee for it Before  knew
1,0 allegations to oerthrow his state
0,  Ha ha ha  why ha ha ha  Farewell good ha
0,There let them learn as likes them to despise
1,And followed with a rabble that rejoice
1,An if thou wilt not tell me all things true
0,Now falling with soft slumberous weight inclines
1,To play my part in Fortunes pageant
0,Cocytus named of lamentation loud
1,Enter  with an army of Goths with drum and colours
0,His Spirit within them and the law of faith
1,Turn back and fly like ships before the wind
0,That shake Heavens basis bring forth all my war
1,Keep the peace  say
1,literatured in the wars
1,Therefore thy later vows against thy first
1,As that whereof  had the government
1,For such a sight will blind a fathers eye
1,Our battles joind and both sides fiercely fought
1,Those will  muster up and thou son Clarence
1,Look here upon thy brother Geffreys face
0,His army circumfused on either wing
1,When as the enemy hath been ten to one
0,With purpose to explore or to disturb
1,Whose deaths are yet unrevenged  prithee
0, saw more sights than thousand tongues can tell
1,  York The  palace
1,With signs of war about his aged neck
1,taking their names upon you before you have earned
1,That you depart and lay no hands on me
0,For once these eyes were onely my delight
0,Where lies entombd this famous conqueror
